,title,sector,website,phoneNumber,address
8242,GoldStar ATM,ATM,goldstaratm.com,+1 503-406-1880,"707 Main St, Oregon City, OR 97045, United States"
8243,Shelbourne Counseling Services,Mental health service,shelbournecounseling.com,+1 971-294-3574,
8244,Rightway Recruiting LLC,Employment agency,rightwayrecruiting.com,+1 503-699-4126,"3 Monroe Pkwy Suite P-360, Lake Oswego, OR 97035, United States"
8245,Medical Professionals Financial Group,Financial planner,medicalpfg.com,+1 503-697-0817,"310 N State St, Lake Oswego, OR 97034, United States"
8246,Handy and Reagan,Accountant,handyreagan.com,+1 503-635-6100,"4550 Kruse Way #330, Lake Oswego, OR 97035, United States"
8247,"Medica Holdings, LLC",Corporate office,medicaholdings.com,+1 503-227-1900,"5200 Meadows Rd #150, Lake Oswego, OR 97035, United States"
8248,WealthFactor,Investment service,wealthfactor.co,+1 503-477-8100,"525 3rd St, Lake Oswego, OR 97034, United States"
8249,"Keystone Chiropractic, LLC",Chiropractor,keystonechiropracticpdx.com,+1 503-908-1001,"685 Portland Ave, Gladstone, OR 97027, United States"
8250,Crystal Ship Productions,Video production service,crystalshipproductions.com,+1 774-930-5856,"39 Tucker Ln, Dartmouth, MA 02747, United States"
8251,Teragan,Environmental consultant,teragan.com,,
8252,Pittock Mansion,Local history museum,pittockmansion.org,+1 503-823-3623,"3229 NW Pittock Dr, Portland, OR 97210, United States"
8253,Lakeshore Inn,,thelakeshoreinn.com,+1 503-636-9679,"210 N State St, Lake Oswego, OR 97034, United States"
8254,Relayer Inspection Services,Home inspector,relayerllc.com,+1 503-756-1979,"1502 Country Club Rd, Lake Oswego, OR 97034, United States"
8255,"Jacobsen Real Estate Group, LLC",Real estate developer,jacobsengroup.com,+1 503-675-3925,"560 1st St #104, Lake Oswego, OR 97034, United States"
8256,Moore Tax Solutions LLC,Tax preparation service,mooretaxsolutions.com,+1 541-912-3765,"333 S State St ste v-239, Lake Oswego, OR 97034, United States"
8257,New Leaf Writing LLC,Media company,newleaf-writing.com,+1 503-869-7996,"333 S State St ste v-239, Lake Oswego, OR 97034, United States"
8258,"Wm Keith Dozier, LLC",Personal injury attorney,wkd-law.com,+1 503-594-0333,"385 1st St #215, Lake Oswego, OR 97034, United States"
8259,Little Roo's Childrens Upscale Resale,Children's clothing store,littlerooskids.com,+1 503-305-6142,"467 3rd St, Lake Oswego, OR 97034, United States"
8260,Saunte Wellness Center,Massage therapist,sauntes.com,+1 503-593-9313,"630 Southwest B Avenue #2, Lake Oswego, OR 97034, United States"
8261,"Transpacific Investments, LLC",Investment service,transpacificnw.com,+1 503-224-9854,"4260 Galewood St, Lake Oswego, OR 97035, United States"
8262,"Lindsey S. Ruf, MSPT",Physiatrist,providence.org,+1 503-513-8600,"10330 SE 32nd Ave Suite 105, Milwaukie, OR 97222, United States"
8263,"Law Office of Karen Dana Oster, LLC",Law firm,oregonpatent.com,+1 503-810-2560,"5 Centerpointe Dr Suite 400, Lake Oswego, OR 97035, United States"
8264,Healthiu​s Adult Care Home,Nursing home,healthiusach.com,+1 503-697-7199,
8265,Harnish Properties,Real estate agency,harnishproperties.com,+1 503-699-8483,"201 B Ave suite 101, Lake Oswego, OR 97034, United States"
8266,Klein Design Studios,Interior designer,kleindesignstudios.com,+1 971-221-3428,
8267,Lake Oswego Family Dentistry,Dentist,lakeoswegofamilydentistry.com,+1 503-636-3066,"454 A Ave, Lake Oswego, OR 97034, United States"
8268,Hayden Properties,Property management company,hayden-properties.com,+1 503-697-3188,"Upper Lot Above Fountain, 3 Monroe Pkwy #900, Lake Oswego, OR 97035, United States"
8269,The Dischinger Team Orthodontics,Orthodontist,dischingerteam.com,+1 503-635-4439,"3943 SW Douglas Way, Lake Oswego, OR 97035, United States"
8270,Silver Linings Technology,Computer support and services,silverliningstechnology.com,+1 360-450-4759,
8271,Point3 Design,Graphic designer,point3-design.com,+1 503-708-7877,
8272,Thompson Law Group LLC,Law firm,portlandfamilylaw.com,+1 503-855-0805,"Portland, OR 97201, United States"
8273,Lake Oswego Dentistry,Dentist,lakeoswegodentistry.com,+1 503-636-9800,"310 N State St #310, Lake Oswego, OR 97034, United States"
8274,Full Circle Veterinary Center,Veterinarian,fullcirclevets.com,+1 971-358-9187,"433 3rd St, Lake Oswego, OR 97034, United States"
8275,Leaf LLC,Landscaper,leafllc.com,+1 503-704-5000,"16552 Lower Boones Ferry Rd, Lake Oswego, OR 97035, United States"
8276,Envoy Relationship Marketing,Business to business service,envoyrm.com,+1 503-724-5906,"4949 S Macadam Ave, Portland, OR 97239, United States"
8277,Luscher Farm City Park,Farm,ci.oswego.or.us,+1 503-534-5284,"125 Rosemont Rd, West Linn, OR 97068, United States"
8278,"Sunny Freeman Homes, LLC with Windermere Realty Group",Real estate agents,sunnyfreeman.withwre.com,+1 503-970-1501,"3689 Carman Dr #100, Lake Oswego, OR 97035, United States"
8279,Device Doctors,Electronics repair shop,devicedoctorspdx.com,+1 503-451-3413,"650 N State St, Lake Oswego, OR 97034, United States"
8280,Hittarp Farm,Christmas tree farm,hittarpfarm.com,+1 503-638-1866,"1463 SW Borland Rd, West Linn, OR 97068, United States"
8281,Pacific Spine Specialists: Keenen Timothy L MD,Orthopedic surgeon,timothykeenenmd.com,+1 503-885-9391,"19260 SW 65th Ave #270, Tualatin, OR 97062, United States"
8282,"The R-Group, LLC",Venture capital company,crunchbase.com,,
8283,Virtual Tours OR LLC,Real estate consultant,virtualtoursor.com,+1 503-758-5590,
8284,Jeffrey L. Olson Attorney at Law,Family law attorney,jeffolsonlaw.com,+1 503-635-9696,"5 Centerpointe Dr #400, Lake Oswego, OR 97035, United States"
8285,In Your Home,Remodeler,iyhusa.com,+1 503-443-2424,
8286,Teragan,Environmental consultant,teragan.com,,
8287,Joe's Burgers Bridgeport Village,Hamburger restaurant,joesburgers.com,+1 503-598-1111,"7409 SW Bridgeport Rd, Tigard, OR 97224, United States"
8288,Courage Fitness Training,Personal trainer,couragefitnesstraining.com,+1 310-733-9193,
8289,River West Church,Church,riverwest.org,+1 503-699-2226,"2000 Country Club Rd, Lake Oswego, OR 97034, United States"
8290,Lake Oswego Senior High School,School,losdschools.org,+1 503-534-2313,"2501 Country Club Rd, Lake Oswego, OR 97034, United States"
8291,West Linn Community Preschool,Preschool,wlcp.org,+1 503-657-5050,"1855 South Shore Blvd, Lake Oswego, OR 97034, United States"
8292,Truth Bible Baptist Church,Baptist church,truthbbc.org,+1 503-481-3516,"398 10th St, Lake Oswego, OR 97034, United States"
8293,Park Academy,Private educational institution,parkacademy.org,+1 503-594-8800,"1915 South Shore Blvd, Lake Oswego, OR 97034, United States"
8294,Lake Oswego Parks & Recreation,City government office,ci.oswego.or.us,+1 503-697-6500,"17525 Stafford Rd, Lake Oswego, OR 97034, United States"
8295,Red Sweater Project,Non-profit organization,redsweaterproject.org,,"1000 Forest Meadows Way, Lake Oswego, OR 97034, United States"
8296,Carewheels Inc,,carewheels.org,+1 503-697-5032,"2996 Dellwood Dr, Lake Oswego, OR 97034, United States"
8297,Lake Oswego Swim Park,Public swimming pool,ci.oswego.or.us,+1 503-953-9325,"250 Ridgeway Rd, Lake Oswego, OR 97034, United States"
8298,Lake Oswego United Methodist Church,United Methodist church,lakeoswegoumc.org,+1 503-636-8423,"1855 South Shore Blvd, Lake Oswego, OR 97034, United States"
8299,Harmony Academy Recovery High School,High school,harmonyacademyrhs.org,,"2507 Christie Dr, Lake Oswego, OR 97034, United States"
8300,Oswego Lake Country Club,Country club,oswegolakecountryclub.com,+1 503-636-3631,"20 Iron Mountain Blvd, Lake Oswego, OR 97034, United States"
8301,Lake Oswego Schools Foundation,Foundation,losfoundation.org,+1 503-534-2106,"2455 Country Club Rd, Lake Oswego, OR 97034, United States"
8302,Teragan,Environmental consultant,teragan.com,,
8303,NWADEBSNorthwest Association for Death Education and Bereavement Support,Association or organization,nwadebs.org,,"2116 NE 18th Ave, Portland, OR 97212, United States"
8304,Mountain Park Home Owners Association,Association or organization,mtparkhoa.com,+1 503-635-3561,"2 Mt Jefferson Terrace, Lake Oswego, OR 97035, United States"
8305,Oregon State Ambulance Association,Association or organization,oregonambulance.org,+1 503-303-5071,"8 N State St, Lake Oswego, OR 97034, United States"
8306,Oregon District 4 Challenger Little League,Little league club,oregon4challenger.com,,
8307,Mountain Park Home Owners Association,Association or organization,mtparkhoa.com,+1 503-635-3561,"2 Mt Jefferson Terrace, Lake Oswego, OR 97035, United States"
8308,Lake Oswego Yacht Club,Boat club,lakeoswegoyachtclub.com,+1 971-207-4221,"205 Berwick Rd, Lake Oswego, OR 97034, United States"
8309,Lake Oswego Adult Community,Community center,ci.oswego.or.us,+1 503-635-3758,"505 G Ave, Lake Oswego, OR 97034, United States"
8310,Lakewood Bay Community Club,Social club,lakecorp.com,,"140 Cabana Pointe, Lake Oswego, OR 97034, United States"
8311,Lake Oswego Hunt Club,Horseback riding service,lakeoswegohunt.com,+1 503-636-0674,"2725 Iron Mountain Blvd, Lake Oswego, OR 97034, United States"
8312,Sisters of the Holy Names,Religious organization,snjmusontario.org,+1 503-675-7100,"17590 Gleason Dr, Lake Oswego, OR 97034, United States"
8313,Iron Workers Museum,History museum,lakeoswegopreservationsociety.org,+1 503-481-2479,"40 Wilbur St, Lake Oswego, OR 97034, United States"
8314,Mary's Woods,Retirement community,maryswoods.org,+1 503-675-2004,"17400 Holy Names Dr, Lake Oswego, OR 97034, United States"
8315,Our Lady of the Lake Parish,Catholic church,ollparish.com,+1 503-636-7687,"790 A Ave, Lake Oswego, OR 97034, United States"
8316,Lake Oswego Festival of Arts,Event venue,lakewood-center.org,+1 503-636-1060,"368 S State St, Lake Oswego, OR 97034, United States"
8317,Christ Church Episcopal Parish,Episcopal church,ccparish.org,+1 503-636-5618,"1060 Chandler Rd, Lake Oswego, OR 97034, United States"
8318,Forest Hills Elementary School,Elementary school,losdschools.org,+1 503-534-2350,"1133 Andrews Rd, Lake Oswego, OR 97034, United States"
8319,Lake Oswego United Church of Christ,United Church of Christ,loucc.org,+1 503-635-4348,"1111 Country Club Rd, Lake Oswego, OR 97034, United States"
8320,Children's Literacy Project,Non-profit organization,childrensliteracyproject.org,+1 503-750-0191,"333 S State St, Lake Oswego, OR 97034, United States"
8321,Lake Oswego Junior High School,Middle school,losdschools.org,+1 503-534-2335,"2500 Country Club Rd, Lake Oswego, OR 97034, United States"
8322,"Waluga Lodge, No. 181, A.F. & A.M.",Fraternal organization,waluga.org,+1 503-636-1036 ext. 0,"417 2nd St, Lake Oswego, OR 97034, United States"
8323,Wind & Oar Boat School,School,windandoar.org,+1 503-709-4337,"2303 N Randolph Ave, Portland, OR 97227, United States"
8324,Northwest Grocery Association,Association or organization,nwgrocery.org,+1 503-685-6293,"8565 SW Salish Ln STE 100, Wilsonville, OR 97070, United States"
8325,C3 Church Portland,Church,c3portland.com,+1 503-638-8660,"17979 Stafford Rd, Lake Oswego, OR 97034, United States"
8326,Huntington Learning Center of Lake Oswego,Tutoring service,huntingtonhelps.com,+1 503-636-4802,"355 2nd St, Lake Oswego, OR 97034, United States"
8327,Lake Oswego Chamber of Commerce,Chamber of Commerce,lake-oswego.com,+1 503-636-3634,"525 3rd St Suite 233, Lake Oswego, OR 97034, United States"
8328,The Oliphant,,theoliphant.org,+1 503-534-5689,"17525 SW Stafford Rd, Lake Oswego, OR 97034, United States"
8329,Oregon Academy of Ophthalmology,Non-profit organization,oregoneyephysicians.org,+1 503-222-3937,"8 N State St #200, Lake Oswego, OR 97034, United States"
8330,Bethlehem Christian Pre-School,Preschool,bethlehempreschool.org,+1 503-638-0725,"17979 Stafford Rd, Lake Oswego, OR 97034, United States"
8331,Lake Oswego United Methodist Church,United Methodist church,lakeoswegoumc.org,+1 503-636-8423,"1855 South Shore Blvd, Lake Oswego, OR 97034, United States"
8332,Mary's Woods,Retirement community,maryswoods.org,+1 503-675-2004,"17400 Holy Names Dr, Lake Oswego, OR 97034, United States"
8333,Oregon Falconers Association,Association or organization,oregonfalconers.org,+1 503-757-6749,"3406 Cherry Ave NE, Salem, OR 97303, United States"
8334,Holy Names Heritage Center,Association or organization,holynamesheritagecenter.org,+1 503-607-0595,"17425 Holy Names Dr, Lake Oswego, OR 97034, United States"
8335,Lakeridge High School,High school,lhs.loswego.k12.or.us,+1 503-534-2319,"1235 Overlook Dr, Lake Oswego, OR 97034, United States"
8336,Multnomah County Sheriff's Office,Sheriff's department,mcso.us,+1 503-988-4300,"501 SE Hawthorne Blvd Suite 350, Portland, OR 97214, United States"
8337,"Soiree, Special Event Planning",Event planner,bonsoiree.com,+1 503-230-9311,"15630 Boones Ferry Rd #5a, Lake Oswego, OR 97035, United States"
8338,Hunger Fighters Oregon,Non-profit organization,hungerfightersoregon.org,,"2301 Hazel Rd, Lake Oswego, OR 97035, United States"
8339,Mountain Park Home Owners Association,Association or organization,mtparkhoa.com,+1 503-635-3561,"2 Mt Jefferson Terrace, Lake Oswego, OR 97035, United States"
8340,Lake Oswego Corporation,Association or organization,lakecorp.com,+1 503-636-1422,"700 McVey Ave, Lake Oswego, OR 97034, United States"
8341,Mountain Park Home Owners Association,Association or organization,mtparkhoa.com,+1 503-635-3561,"2 Mt Jefferson Terrace, Lake Oswego, OR 97035, United States"
8342,New Thought Center for Spiritual Living,Church,newthoughtcsl.org,+1 503-296-9922,"1040 C Ave, Lake Oswego, OR 97034, United States"
8343,Harmony Academy Recovery High School,High school,harmonyacademyrhs.org,,"2507 Christie Dr, Lake Oswego, OR 97034, United States"
8344,Beit Haverim,Synagogue,beithav.org,+1 503-568-1241,"1111 Country Club Rd, Lake Oswego, OR 97034, United States"
8345,"ReFIT, Remodeling for Independence Together",Non-profit organization,refitportland.org,+1 503-698-8382,
8346,Lake Oswego Chamber of Commerce,Chamber of Commerce,lake-oswego.com,+1 503-636-3634,"525 3rd St Suite 233, Lake Oswego, OR 97034, United States"
8347,Lakewood Center for the Arts,Performing arts theater,lakewood-center.org,+1 503-635-3901,"368 S State St, Lake Oswego, OR 97034, United States"
8348,Oregon Association of Orthopaedic Surgeons,Doctor,oregonorthopaedicsurgeons.com,+1 503-303-5071,"8 N State St, Lake Oswego, OR 97034, United States"
8349,Casa Zoraya,Peruvian restaurant,casazorayapdx.com,+1 503-384-2455,"841 N Lombard St, Portland, OR 97217, United States"
8350,Dang's Thai Kitchen,Thai restaurant,dangsthaikitchen.com,+1 503-697-0779,"670 N State St, Lake Oswego, OR 97034, United States"
8351,Lake Oswego United Church of Christ,United Church of Christ,loucc.org,+1 503-635-4348,"1111 Country Club Rd, Lake Oswego, OR 97034, United States"
8352,"Oregon District Attorneys Association, Inc.",Non-profit organization,oregonda.org,+1 503-303-5071,"417 2nd St, Lake Oswego, OR 97034, United States"
8353,The Christian Science church,Christian church,cslo.org,+1 503-636-4718,"1751 Country Club Rd, Lake Oswego, OR 97034, United States"
8354,Oswego Lake Country Club,Country club,oswegolakecountryclub.com,+1 503-636-3631,"20 Iron Mountain Blvd, Lake Oswego, OR 97034, United States"
8355,NAVEX Global,Software company,navexglobal.com,+1 866-297-0224,"5500 Meadows Rd #500, Lake Oswego, OR 97035, United States"
8356,Chinese Faith Baptist Church,Baptist church,chinesefaith.org,+1 503-699-1345,"1595 Greentree Rd, Lake Oswego, OR 97034, United States"
8357,Sisters of the Holy Names,Religious organization,snjmusontario.org,+1 503-675-7100,"17590 Gleason Dr, Lake Oswego, OR 97034, United States"
8358,Youth Villages,Non-profit organization,youthvillages.org,+1 503-635-3416,"2507 Christie Dr, Lake Oswego, OR 97034, United States"
8359,Arts Council of Lake Oswego,Arts organization,artscouncillo.org,+1 503-675-3738,"41 B Ave, Lake Oswego, OR 97034, United States"
8360,Sisters of the Holy Names,Religious organization,snjmusontario.org,+1 503-675-7100,"17590 Gleason Dr, Lake Oswego, OR 97034, United States"
8361,Sisters of the Holy Names,Religious organization,snjmusontario.org,+1 503-675-7100,"17590 Gleason Dr, Lake Oswego, OR 97034, United States"
8362,Rose City Thunderbirds,Government office,rosecitythunderbirds.org,+1 503-648-7250,"12483 Crisp Dr, Oregon City, OR 97045, United States"
8363,Lake Oswego Police Department,Police department,ci.oswego.or.us,+1 503-635-0238,"380 A Ave, Lake Oswego, OR 97034, United States"
8364,Oswego Play School,Non-profit organization,oswegoplayschool.com,+1 503-636-1345,"516 8th St, Lake Oswego, OR 97034, United States"
8365,"Wise & Townsend, PC",Law firm,wiseattorneys.com,+1 503-224-8422,"Lake Oswego, OR 97034, United States"
8366,"Fischer Family Law, P.C.",Legal services,fischerfamilylaw.com,+1 503-635-3548,"385 1st St #221, Lake Oswego, OR 97034, United States"
8367,Krusslaw,Legal services,krusslaw.com,+1 503-490-4020,"3 Monroe Pkwy, Lake Oswego, OR 97035, United States"
8368,Law Offices of Tom Patton,Personal injury attorney,tompattonlaw.com,+1 503-546-3357,"8 N State St, Lake Oswego, OR 97034, United States"
8369,Dr Renee Pirkl PsyD: Renee Pirkl PHD,Psychologist,reneepirkl.com,+1 503-223-2929,"1906 SW Madison St #100, Portland, OR 97205, United States"
8370,"Sokol & Associates, P.C.",Personal injury attorney,sokolandassociateslaw.com,+1 503-575-9683,"300 Oswego Pointe Dr Suite 101, Lake Oswego, OR 97034, United States"
8371,egan legal team,Legal services,eganlegalteam.com,+1 503-697-3427,"547 5th St, Lake Oswego, OR 97034, United States"
8372,John H Heald PC,Attorney,jhhlaw.com,+1 503-594-2884,"201 B Ave # 220, Lake Oswego, OR 97034, United States"
8373,"Lake Oswego Health Center, PC",Family practice physician,lakeoswegohealth.com,+1 503-505-9806,"470 6th St UNIT C, Lake Oswego, OR 97034, United States"
8374,RE/MAX Equity Group - Lake Oswego,Real estate agency,equitygroup.com,+1 503-635-2660,"5800 Meadows Rd Suite 100, Lake Oswego, OR 97035, United States"
8375,Lakeside Pediatric Dentistry,Pediatric dentist,lakesidepediatricdentistry.com,+1 503-635-3483,"8 N State St, Lake Oswego, OR 97034, United States"
8376,dylan hydes,Legal services,wellstonelaw.com,+1 503-446-2508,"8 N State St, Lake Oswego, OR 97034, United States"
8377,360 Pediatric Psychology,Child psychologist,360pedpsych.com,+1 503-636-0508,"201 B Ave #265, Lake Oswego, OR 97034, United States"
8378,"Law Offices of Michael B Gottlieb, PC",Attorney,gottlieb-law.com,+1 503-546-0498,"520 2nd St Suite B, Lake Oswego, OR 97034, United States"
